,season,nbapersonid,All NBA Defensive First Team,All NBA Defensive Second Team,All NBA First Team,All NBA Second Team,All NBA Third Team,All Rookie First Team,All Rookie Second Team,Bill Russell NBA Finals MVP,Player Of The Month,Player Of The Week,Rookie Of The Month,all_star_game,rookie_all_star_game,allstar_rk,Defensive Player Of The Year_rk,Most Improved Player_rk,Most Valuable Player_rk,Rookie Of The Year_rk,Sixth Man Of The Year_rk,all_nba_points_rk,all_rookie_points_rk
34,2007,2746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2007,101108.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,True,False,5.0,7.0,8.0,2.0,0.0,0.0,0.0,0.0
36,2007,101114.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,21.0,12.0,0.0,0.0,0.0,0.0
37,2007,101122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
38,2007,200081.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False,True,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
39,2007,200750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True,True,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
40,2007,201142.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,False,True,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41,2007,201143.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,False,True,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
42,2007,201145.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2007,201146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,True,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2007,201152.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
45,2007,201154.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
46,2007,201155.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2007,201171.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
48,2007,201196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2008,406.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2008,467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2008,708.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2008,977.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,True,False,1.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0
53,2008,1495.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,1.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0
54,2008,1497.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
55,2008,1717.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,True,False,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
56,2008,1718.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
57,2008,1733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2008,1891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0
59,2008,1897.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2008,2200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,True,False,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,2008,2203.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2008,2225.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,True,False,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
63,2008,2397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
64,2008,2405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,2008,2544.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,True,False,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
66,2008,2546.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2008,2547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,2008,2548.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,True,False,1.0,3.0,19.0,3.0,0.0,0.0,0.0,0.0
69,2008,2561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,2008,2730.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,True,False,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
71,2008,2732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2008,2734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True,False,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
73,2008,2744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,2008,2749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True,False,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
75,2008,101108.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,True,False,2.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0
76,2008,101114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2008,101115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,2008,101122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
79,2008,101135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
80,2008,200750.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True,False,10.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0
81,2008,200765.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0
82,2008,201155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,2008,201164.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,True,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
84,2008,201188.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,True,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
85,2008,201563.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False,True,0.0,0.0,0.0,0.0,7.0,17.0,0.0,0.0
86,2008,201564.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,False,True,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
87,2008,201565.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,False,True,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
88,2008,201566.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,False,True,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
89,2008,201567.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
90,2008,201569.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False,True,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
91,2008,201571.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,2008,201572.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,False,True,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
93,2008,201596.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
94,2009,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,2009,959.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
96,2009,977.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,True,False,1.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0
97,2009,1495.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
98,2009,1497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,8.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
99,2009,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
100,2009,1717.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,True,False,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
101,2009,1718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,2009,1938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,7.0,0.0,0.0,11.0,0.0,4.0,0.0,0.0
103,2009,2037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
104,2009,2200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,2009,2207.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,7.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
106,2009,2222.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0
107,2009,2405.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
108,2009,2430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,2009,2544.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,True,False,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
110,2009,2546.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,True,False,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
111,2009,2547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True,False,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
112,2009,2548.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,True,False,1.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0
113,2009,2549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True,False,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
114,2009,2730.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,True,False,1.0,1.0,18.0,4.0,0.0,0.0,0.0,0.0
115,2009,2746.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0
116,2009,2760.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0
117,2009,101106.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0
118,2009,101108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,2009,101114.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
120,2009,200750.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,2009,200757.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
122,2009,200765.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,8.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0
123,2009,201142.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,True,False,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
124,2009,201155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,2009,201166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
126,2009,201565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,2009,201566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
128,2009,201935.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,2009,201936.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,False,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
130,2009,201938.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,True,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
131,2009,201939.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,False,True,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
132,2009,201943.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,False,True,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
133,2009,201944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,2009,201954.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
135,2009,201959.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
136,2009,201971.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,2009,201973.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,2009,201977.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
139,2010,708.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
140,2010,977.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True,False,1.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0
141,2010,1497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,2010,1717.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,True,False,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
143,2010,1718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,2010,1885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
145,2010,1938.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
146,2010,2199.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0
147,2010,2200.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,2010,2216.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,2010,2225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,7.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
